run_accession	platform	library_layout	read_length	spots	count_reads	bases	average_genome_size	genome_equilvalents	sample_accession	sampling_campaign	sampling_station	sampling_platform	event_label	event_date_time_start	event_date_time_end	latitude_start	longitude_start	latitude_end	longitude_end	depth	sample_collection_device	protocol_label	size_fraction_lower_threshold	size_fraction_upper_threshold	sample_status	last_update_date	marine_region	temperature	salinity_sensor	oxygen_sensor	nitrate_sensor	chlorophyll_sensor	environment_biome	environment_feature	environment_material	environmental_package	citation	further_details	project_name	ena_checklist
ERR594333	ILLUMINA	PAIRED	101	195634647	391269294	39518198694	3219010	12276.490759244076	ERS490643	TARA_20101003Z	TARA_076	"SV Tara"	TARA_20101017T0905Z_076_Combined-EVENTS_CAST	2010-10-17T09:05:05	2010-10-17T13:37	-20.9315	-35.1794	-20.9724	-35.2742	800	"ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles"	GIRUS_NUC-dry_W0.45-0.8	0.45	0.8	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Ecoregion:Trindade and Martin Vaz Islands (MRGID:21989), Marine Ecoregion:Eastern Brazil (MRGID:21990)"	4.74959	34.3693	192.165	34.5895	0	"marine biome (ENVO:00000447)"	"mesopelagic zone (ENVO:00000213)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599230	ILLUMINA	PAIRED	99	152025846	304051692	29971885415	76711400	390.70966525184	ERS490646	TARA_20101003Z	TARA_076	"SV Tara"	TARA_20101017T0905Z_076_Combined-EVENTS_CAST	2010-10-17T09:05:05	2010-10-17T13:37	-20.9315	-35.1794	-20.9724	-35.2742	800	"ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles"	PROT_NUC-RNA(100L)_W0.8-3	0.8	3	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Ecoregion:Trindade and Martin Vaz Islands (MRGID:21989), Marine Ecoregion:Eastern Brazil (MRGID:21990)"	4.74959	34.3693	192.165	34.5895	0	"marine biome (ENVO:00000447)"	"mesopelagic zone (ENVO:00000213)"	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599216	ILLUMINA	PAIRED	98	160867594	321735188	31377748533	139834000	224.39235320254463	ERS490647	TARA_20101003Z	TARA_076	"SV Tara"	TARA_20101017T0905Z_076_Combined-EVENTS_CAST	2010-10-17T09:05:05	2010-10-17T13:37	-20.9315	-35.1794	-20.9724	-35.2742	800	"ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles"	PROT_NUC-RNA(100L)_W3->	3	0	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Ecoregion:Trindade and Martin Vaz Islands (MRGID:21989), Marine Ecoregion:Eastern Brazil (MRGID:21990)"	4.74959	34.3693	192.165	34.5895	0	"marine biome (ENVO:00000447)"	"mesopelagic zone (ENVO:00000213)"	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR594285	ILLUMINA	PAIRED	100	90034169	180068338	17960417808	16495400	1088.8116060252316	ERS492866	TARA_20110726Z	TARA_124	"SV Tara"	TARA_20110805T1733Z_124_Combined-EVENTS_CAST	2011-08-05T17:31:19	2011-08-05T22:18	-9.0714	-140.597	-9.067	-140.635	120	"ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles"	GIRUS_NUC-dry_W0.1-0.22	0.1	0.22	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)"	25.2218	35.7979	175.896	4.45868	0.127609	"marine biome (ENVO:00000447)"	"marine epipelagic mixed layer (ENVO:xxxxxxxxx)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR594343	ILLUMINA	PAIRED	100	153406468	306812936	30655738825	1708690	17941.053355277993	ERS492867	TARA_20110726Z	TARA_124	"SV Tara"	TARA_20110805T1733Z_124_Combined-EVENTS_CAST	2011-08-05T17:31:19	2011-08-05T22:18	-9.0714	-140.597	-9.067	-140.635	120	"ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles"	GIRUS_NUC-dry_W0.22-0.45	0.22	0.45	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)"	25.2218	35.7979	175.896	4.45868	0.127609	"marine biome (ENVO:00000447)"	"marine epipelagic mixed layer (ENVO:xxxxxxxxx)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599161	ILLUMINA	PAIRED	100	45834609	91669218	9161429490	2078950	4406.751879837584	ERS492863	TARA_20110726Z	TARA_124	"SV Tara"	TARA_20110805T1733Z_124_Combined-EVENTS_CAST	2011-08-05T17:31:19	2011-08-05T22:18	-9.0714	-140.597	-9.067	-140.635	120	"ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles"	BACT_NUC-RNA(10L-or-10min)_W0.22-3	0.22	3	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)"	25.2218	35.7979	175.896	4.45868	0.127609	"marine biome (ENVO:00000447)"	"marine epipelagic mixed layer (ENVO:xxxxxxxxx)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599084	ILLUMINA	PAIRED	100	46823083	93646166	9366913790	2103950	4452.0594362772035	ERS492863	TARA_20110726Z	TARA_124	"SV Tara"	TARA_20110805T1733Z_124_Combined-EVENTS_CAST	2011-08-05T17:31:19	2011-08-05T22:18	-9.0714	-140.597	-9.067	-140.635	120	"ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles"	BACT_NUC-RNA(10L-or-10min)_W0.22-3	0.22	3	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)"	25.2218	35.7979	175.896	4.45868	0.127609	"marine biome (ENVO:00000447)"	"marine epipelagic mixed layer (ENVO:xxxxxxxxx)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR598988	ILLUMINA	PAIRED	100	46703465	93406930	9341549526	2098320	4451.921103979079	ERS492863	TARA_20110726Z	TARA_124	"SV Tara"	TARA_20110805T1733Z_124_Combined-EVENTS_CAST	2011-08-05T17:31:19	2011-08-05T22:18	-9.0714	-140.597	-9.067	-140.635	120	"ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles"	BACT_NUC-RNA(10L-or-10min)_W0.22-3	0.22	3	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)"	25.2218	35.7979	175.896	4.45868	0.127609	"marine biome (ENVO:00000447)"	"marine epipelagic mixed layer (ENVO:xxxxxxxxx)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599089	ILLUMINA	PAIRED	100	46636365	93272730	9329662212	2097030	4448.978354793596	ERS492863	TARA_20110726Z	TARA_124	"SV Tara"	TARA_20110805T1733Z_124_Combined-EVENTS_CAST	2011-08-05T17:31:19	2011-08-05T22:18	-9.0714	-140.597	-9.067	-140.635	120	"ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles"	BACT_NUC-RNA(10L-or-10min)_W0.22-3	0.22	3	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)"	25.2218	35.7979	175.896	4.45868	0.127609	"marine biome (ENVO:00000447)"	"marine epipelagic mixed layer (ENVO:xxxxxxxxx)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR594322	ILLUMINA	PAIRED	99	155930208	311860416	30899230136	2911970	10611.105944659643	ERS492685	TARA_20110726Z	TARA_122	"SV Tara"	TARA_20110727T1932Z_122_Combined-EVENTS_CAST	2011-07-27T19:28:43	2011-07-28T03:26	-8.9729	-139.239	-8.978	-139.243	600	"ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles"	GIRUS_NUC-dry_W0.45-0.8	0.45	0.8	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)"	7.21224	34.5807	38.1151	42.5321	0	"marine biome (ENVO:00000447)"	"mesopelagic zone (ENVO:00000213)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR598970	ILLUMINA	PAIRED	105	42483957	84967914	8961072036	1981020	4523.469682339359	ERS489917	TARA_20100624Z	TARA_064	"SV Tara"	TARA_20100707T0448Z_064_EVENT_PUMP	2010-07-07T04:48	2010-07-07T07:45	-29.5019	37.9889	-29.5023	37.9965	5	"PUMP (High Volume Peristaltic Pump)"	BACT_NUC-DNA(100L)_W0.22-3	0.22	3	"This version can be used to provide data discovery services"	2014-05-01Z	n/a	22.1656	35.3347	210.008	99999	0.162993	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599088	ILLUMINA	PAIRED	104	41923308	83846616	8737359206	1960590	4456.491424144193	ERS489917	TARA_20100624Z	TARA_064	"SV Tara"	TARA_20100707T0448Z_064_EVENT_PUMP	2010-07-07T04:48	2010-07-07T07:45	-29.5019	37.9889	-29.5023	37.9965	5	"PUMP (High Volume Peristaltic Pump)"	BACT_NUC-DNA(100L)_W0.22-3	0.22	3	"This version can be used to provide data discovery services"	2014-05-01Z	n/a	22.1656	35.3347	210.008	99999	0.162993	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599150	ILLUMINA	PAIRED	99	230323899	460647798	45732077259	2042040	22395.296495690734	ERS489917	TARA_20100624Z	TARA_064	"SV Tara"	TARA_20100707T0448Z_064_EVENT_PUMP	2010-07-07T04:48	2010-07-07T07:45	-29.5019	37.9889	-29.5023	37.9965	5	"PUMP (High Volume Peristaltic Pump)"	BACT_NUC-DNA(100L)_W0.22-3	0.22	3	"This version can be used to provide data discovery services"	2014-05-01Z	n/a	22.1656	35.3347	210.008	99999	0.162993	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599086	ILLUMINA	PAIRED	98	208588117	417176234	40972598148	2568510	15951.916857512027	ERS492381	TARA_20110520Z	TARA_111	"SV Tara"	TARA_20110601T1603Z_111_Combined-EVENTS_CAST	2011-06-01T16:00:59	2011-06-01T21:46	-16.9486	-100.672	-16.9727	-100.663	350	"ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles"	BACT_NUC-DNA(100L)_W0.22-3	0.22	3	"This version can be used to provide data discovery services"	2014-05-01Z	n/a	10.8931	34.6984	3.17106	30.409	0	"marine biome (ENVO:00000447)"	"mesopelagic zone (ENVO:00000213)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599127	ILLUMINA	PAIRED	100	50405180	100810360	10041035041	2776240	3616.7748613232284	ERS493705	TARA_20111124Z	TARA_137	"SV Tara"	TARA_20111203T1433Z_137_Combined-EVENTS_CAST	2011-12-03T14:31:20	2011-12-03T18:48	14.2025	-116.643	14.1468	-116.682	375	"ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles"	BACT_NUC-RNA(10L-or-10min)_W0.22-3	0.22	3	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Ecoregion:Revillagigedos (MRGID:21973)"	8.91148	34.5867	0.628413	35.7167	0.001625	"marine biome (ENVO:00000447)"	"mesopelagic zone (ENVO:00000213)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599152	ILLUMINA	PAIRED	100	50396310	100792620	10041894198	2736550	3669.5493254820767	ERS493705	TARA_20111124Z	TARA_137	"SV Tara"	TARA_20111203T1433Z_137_Combined-EVENTS_CAST	2011-12-03T14:31:20	2011-12-03T18:48	14.2025	-116.643	14.1468	-116.682	375	"ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles"	BACT_NUC-RNA(10L-or-10min)_W0.22-3	0.22	3	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Ecoregion:Revillagigedos (MRGID:21973)"	8.91148	34.5867	0.628413	35.7167	0.001625	"marine biome (ENVO:00000447)"	"mesopelagic zone (ENVO:00000213)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599015	ILLUMINA	PAIRED	99	50273149	100546298	10003826995	2720070	3677.7863030972576	ERS493705	TARA_20111124Z	TARA_137	"SV Tara"	TARA_20111203T1433Z_137_Combined-EVENTS_CAST	2011-12-03T14:31:20	2011-12-03T18:48	14.2025	-116.643	14.1468	-116.682	375	"ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles"	BACT_NUC-RNA(10L-or-10min)_W0.22-3	0.22	3	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Ecoregion:Revillagigedos (MRGID:21973)"	8.91148	34.5867	0.628413	35.7167	0.001625	"marine biome (ENVO:00000447)"	"mesopelagic zone (ENVO:00000213)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599076	ILLUMINA	PAIRED	100	50282559	100565118	10019822131	2781810	3601.9122938558357	ERS493705	TARA_20111124Z	TARA_137	"SV Tara"	TARA_20111203T1433Z_137_Combined-EVENTS_CAST	2011-12-03T14:31:20	2011-12-03T18:48	14.2025	-116.643	14.1468	-116.682	375	"ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles"	BACT_NUC-RNA(10L-or-10min)_W0.22-3	0.22	3	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Ecoregion:Revillagigedos (MRGID:21973)"	8.91148	34.5867	0.628413	35.7167	0.001625	"marine biome (ENVO:00000447)"	"mesopelagic zone (ENVO:00000213)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR594328	ILLUMINA	PAIRED	101	104201672	208403344	21048737744	23030200	913.9637081240571	ERS488658	TARA_20100108Z	TARA_034	"SV Tara"	TARA_20100120T0427Z_034_EVENT_PUMP	2010-01-20T04:27	2010-01-20T08:30	18.3967	39.875	18.4017	39.855	5	"PUMP (High Volume Peristaltic Pump)"	GIRUS_NUC-dry_W0.1-0.22	0.1	0.22	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Province:Red Sea and Gulf of Aden (MRGID:21776), Marine Ecoregion:Southern Red Sea (MRGID:21918)"	27.5986	38.6469	184.061	-0.927087	0.186697	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599014	ILLUMINA	PAIRED	98	211750391	423500782	41708571083	2248600	18548.663484542067	ERS492264	TARA_20110520Z	TARA_110	"SV Tara"	TARA_20110521T2100Z_110_EVENT_PUMP	2011-05-21T21:00	2011-05-21T23:02	-1.9002	-84.6265	-1.8505	-84.6318	50	"PUMP (High Volume Peristaltic Pump) with ECOTriplet"	BACT_NUC-DNA(100L)_W0.22-3	0.22	3	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Guayaquil (MRGID:21974)"	21.8146	35.0661	144.634	10.9451	0.460366	"marine biome (ENVO:00000447)"	"deep chlorophyll maximum layer (ENVO:xxxxxxxx)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599118	ILLUMINA	PAIRED	99	159269781	318539562	31665804914	2009340	15759.269241378315	ERS492145	TARA_20110509Z	TARA_109	"SV Tara"	TARA_20110512T1400Z_109_EVENT_PUMP	2011-05-12T14:00	2011-05-12T17:50	1.9928	-84.5766	2.0596	-84.553	5	"PUMP (High Volume Peristaltic Pump)"	BACT_NUC-RNA(10L-or-10min)_W0.22-3	0.22	3	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Cocos Islands (MRGID:21970)"	27.6176	33.3676	198.636	1.21011	0.28167	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR598997	ILLUMINA	PAIRED	100	26789701	53579402	5340939896	2007660	2660.2842185305376	ERS492145	TARA_20110509Z	TARA_109	"SV Tara"	TARA_20110512T1400Z_109_EVENT_PUMP	2011-05-12T14:00	2011-05-12T17:50	1.9928	-84.5766	2.0596	-84.553	5	"PUMP (High Volume Peristaltic Pump)"	BACT_NUC-RNA(10L-or-10min)_W0.22-3	0.22	3	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Cocos Islands (MRGID:21970)"	27.6176	33.3676	198.636	1.21011	0.28167	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599107	ILLUMINA	PAIRED	103	37400168	74800336	7723523452	1952510	3955.679698470927	ERS490163	TARA_20100624Z	TARA_066	"SV Tara"	TARA_20100715T1539Z_066_Combined-EVENTS_CAST	2010-07-15T15:36:10	2010-07-15T17:40	-34.8901	18.0459	-34.8477	18.1136	30	"ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles"	BACT_NUC-DNA(100L)_W0.22-3	0.22	3	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Ecoregion:Agulhas Bank (MRGID:21806)"	15.019	35.3315	240.413	99999	0.424363	"marine biome (ENVO:00000447)"	"deep chlorophyll maximum layer (ENVO:xxxxxxxx)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR598982	ILLUMINA	PAIRED	104	37527741	75055482	7786818322	1970770	3951.155796865666	ERS490163	TARA_20100624Z	TARA_066	"SV Tara"	TARA_20100715T1539Z_066_Combined-EVENTS_CAST	2010-07-15T15:36:10	2010-07-15T17:40	-34.8901	18.0459	-34.8477	18.1136	30	"ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles"	BACT_NUC-DNA(100L)_W0.22-3	0.22	3	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Ecoregion:Agulhas Bank (MRGID:21806)"	15.019	35.3315	240.413	99999	0.424363	"marine biome (ENVO:00000447)"	"deep chlorophyll maximum layer (ENVO:xxxxxxxx)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599023	ILLUMINA	PAIRED	96	125264316	250528632	24173377994	2567280	9415.951924201467	ERS490002	TARA_20100624Z	TARA_064	"SV Tara"	TARA_20100708T0621Z_064_EVENT_PUMP	2010-07-08T06:21	2010-07-08T08:50	-29.5333	37.9117	-29.5123	37.8586	65	"PUMP (High Volume Peristaltic Pump) with ECOTriplet"	BACT_NUC-DNA(100L)_W0.22-3	0.22	3	"This version can be used to provide data discovery services"	2014-05-01Z	n/a	22.2503	35.3355	207.446	-0.112031	0.214573	"marine biome (ENVO:00000447)"	"deep chlorophyll maximum layer (ENVO:xxxxxxxx)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599025	ILLUMINA	PAIRED	100	39513746	79027492	7936378424	2233780	3552.8960750226997	ERS490002	TARA_20100624Z	TARA_064	"SV Tara"	TARA_20100708T0621Z_064_EVENT_PUMP	2010-07-08T06:21	2010-07-08T08:50	-29.5333	37.9117	-29.5123	37.8586	65	"PUMP (High Volume Peristaltic Pump) with ECOTriplet"	BACT_NUC-DNA(100L)_W0.22-3	0.22	3	"This version can be used to provide data discovery services"	2014-05-01Z	n/a	22.2503	35.3355	207.446	-0.112031	0.214573	"marine biome (ENVO:00000447)"	"deep chlorophyll maximum layer (ENVO:xxxxxxxx)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR598972	ILLUMINA	PAIRED	100	40411436	80822872	8122430295	2297430	3535.4353644723456	ERS490002	TARA_20100624Z	TARA_064	"SV Tara"	TARA_20100708T0621Z_064_EVENT_PUMP	2010-07-08T06:21	2010-07-08T08:50	-29.5333	37.9117	-29.5123	37.8586	65	"PUMP (High Volume Peristaltic Pump) with ECOTriplet"	BACT_NUC-DNA(100L)_W0.22-3	0.22	3	"This version can be used to provide data discovery services"	2014-05-01Z	n/a	22.2503	35.3355	207.446	-0.112031	0.214573	"marine biome (ENVO:00000447)"	"deep chlorophyll maximum layer (ENVO:xxxxxxxx)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR594311	ILLUMINA	PAIRED	100	149696490	299392980	29947673825	1740790	17203.533073058225	ERS492819	TARA_20110726Z	TARA_124	"SV Tara"	TARA_20110804T1833Z_124_EVENT_PUMP	2011-08-04T18:33	2011-08-04T22:00	-9.1504	-140.522	-9.1552	-140.528	5	"PUMP (High Volume Peristaltic Pump)"	GIRUS_NUC-dry_W0.22-0.45	0.22	0.45	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)"	26.519	35.3967	190.724	5.11186	0.286662	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR594287	ILLUMINA	PAIRED	99	79690789	159381578	15803315597	24611700	642.1056548050752	ERS492818	TARA_20110726Z	TARA_124	"SV Tara"	TARA_20110804T1833Z_124_EVENT_PUMP	2011-08-04T18:33	2011-08-04T22:00	-9.1504	-140.522	-9.1552	-140.528	5	"PUMP (High Volume Peristaltic Pump)"	GIRUS_NUC-dry_W0.1-0.22	0.1	0.22	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)"	26.519	35.3967	190.724	5.11186	0.286662	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599258	ILLUMINA	PAIRED	98	100532599	201065198	19652975472	119913000	163.8939355648933	ERS490362	TARA_20100905Z	TARA_070	"SV Tara"	TARA_20100921T0823Z_070_EVENT_NET	2010-09-21T08:23	2010-09-21T08:40	-20.3943	-3.2085	-20.392	-3.2158	5	"PLANKTON NET, TYPE=Double, MESH_Size_(ï¿½m)=20, MOUTH_Opening_(m^2)=0.192442, LENGTH_(m)=2.5"	PROT_NUC-RNA(1L)_N20-180	20	180	"This version can be used to provide data discovery services"	2014-05-01Z	n/a	19.7768	36.3762	215.651	0.168013	0.324315	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599241	ILLUMINA	PAIRED	98	125699065	251398130	24739127150	69501800	355.9494451942252	ERS490366	TARA_20100905Z	TARA_070	"SV Tara"	TARA_20100921T1202Z_070_EVENT_NET	2010-09-21T12:02	2010-09-21T12:10	-20.4107	-3.1775	-20.4102	-3.181	5	"PLANKTON NET, TYPE=Single, MESH_Size_(ï¿½m)=5, MOUTH_Opening_(m^2)=0.196349, LENGTH_(m)=2.5"	PROT_NUC-RNA(1L)_N5-20	5	20	"This version can be used to provide data discovery services"	2014-05-01Z	n/a	19.8589	36.3747	215.848	0.947728	0.186762	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599080	ILLUMINA	PAIRED	100	45657442	91314884	9124059838	1907490	4783.269277054272	ERS492814	TARA_20110726Z	TARA_124	"SV Tara"	TARA_20110804T1833Z_124_EVENT_PUMP	2011-08-04T18:33	2011-08-04T22:00	-9.1504	-140.522	-9.1552	-140.528	5	"PUMP (High Volume Peristaltic Pump)"	BACT_NUC-RNA(10L-or-10min)_W0.22-3	0.22	3	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)"	26.519	35.3967	190.724	5.11186	0.286662	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599069	ILLUMINA	PAIRED	100	47088422	94176844	9401988201	1953950	4811.797465908875	ERS492814	TARA_20110726Z	TARA_124	"SV Tara"	TARA_20110804T1833Z_124_EVENT_PUMP	2011-08-04T18:33	2011-08-04T22:00	-9.1504	-140.522	-9.1552	-140.528	5	"PUMP (High Volume Peristaltic Pump)"	BACT_NUC-RNA(10L-or-10min)_W0.22-3	0.22	3	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)"	26.519	35.3967	190.724	5.11186	0.286662	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
